visit_id,store_id,visit_date,daypart,shopper_id,shopper_type,wait_time_min,order_accurate,score_speed,score_service,score_cleanliness,overall_score,adj_score
CK-101165,S067,2026-03-14,morning,P09,professional,7.1,1,76.0,81.0,80.0,77.1,77.1
CK-101166,S071,2026-03-14,evening,P24,professional,6.1,1,64.0,64.0,74.0,68.9,68.9
CK-101167,S080,2026-03-14,midday,P18,professional,4.9,1,72.0,73.0,77.0,79.0,79.0
CK-101168,S083,2026-03-14,midday,P05,professional,8.3,1,78.0,83.0,79.0,74.9,74.9
CK-101169,S084,2026-03-14,midday,P28,professional,7.1,1,78.0,64.0,75.0,72.3,72.3
CK-101170,S103,2026-03-14,evening,P04,professional,9.4,1,76.0,76.0,73.0,77.9,77.9
CK-101171,S104,2026-03-14,evening,P24,professional,4.0,1,76.0,72.0,81.0,80.2,80.2
CK-101172,S107,2026-03-14,midday,P29,professional,7.6,1,80.0,67.0,77.0,76.0,76.0
CK-101173,S109,2026-03-14,evening,P04,professional,3.0,1,90.0,78.0,77.0,76.1,76.1
CK-101174,S114,2026-03-14,evening,P15,professional,4.4,1,72.0,71.0,73.0,71.4,71.4
CK-101175,S115,2026-03-14,evening,P01,professional,12.4,1,76.0,70.0,67.0,68.1,68.1
CK-101176,S120,2026-03-14,evening,P14,professional,12.8,1,72.0,69.0,69.0,72.1,72.1
CK-101177,S005,2026-03-15,midday,P11,professional,7.6,1,79.0,71.0,79.0,75.7,75.7
CK-101178,S007,2026-03-15,evening,P13,professional,8.8,1,67.0,73.0,65.0,68.4,68.4
CK-101179,S016,2026-03-15,evening,P09,professional,6.3,1,75.0,89.0,79.0,81.1,81.1
CK-101180,S018,2026-03-15,midday,P11,professional,5.1,1,83.0,84.0,83.0,81.3,81.3
CK-101181,S020,2026-03-15,morning,P16,professional,1.9,1,82.0,79.0,77.0,80.7,80.7
CK-101182,S033,2026-03-15,midday,P09,professional,4.7,1,84.0,83.0,90.0,84.4,84.4
CK-101183,S037,2026-03-15,evening,P03,professional,4.6,1,59.0,67.0,64.0,65.8,65.8
CK-101184,S059,2026-03-15,midday,P24,professional,6.0,1,89.0,93.0,82.0,86.4,86.4
CK-101185,S071,2026-03-15,midday,P14,professional,2.4,1,93.0,94.0,90.0,95.7,95.7
CK-101186,S078,2026-03-15,midday,P02,professional,3.8,1,67.0,68.0,74.0,69.7,69.7
CK-101187,S079,2026-03-15,morning,P15,professional,3.5,1,83.0,97.0,90.0,89.1,89.1
CK-101188,S081,2026-03-15,morning,P30,professional,7.2,1,90.0,91.0,88.0,85.4,85.4
CK-101189,S082,2026-03-15,evening,P25,professional,5.9,1,68.0,71.0,70.0,68.6,68.6
CK-101190,S097,2026-03-15,evening,P22,professional,7.6,1,67.0,74.0,69.0,70.3,70.3
CK-101191,S105,2026-03-15,midday,P27,professional,2.1,1,91.0,86.0,83.0,87.2,87.2
CK-101192,S111,2026-03-15,evening,P25,professional,2.8,1,80.0,69.0,74.0,78.5,78.5
CK-101193,S112,2026-03-15,evening,P02,professional,15.3,1,77.0,91.0,89.0,86.0,86.0
CK-101194,S003,2026-03-16,morning,P22,professional,6.2,1,66.0,72.0,68.0,70.5,70.5
CK-101195,S004,2026-03-16,evening,P30,professional,4.9,1,52.0,49.0,59.0,59.5,59.5
CK-101196,S010,2026-03-16,evening,P24,professional,3.8,1,75.0,82.0,77.0,79.1,79.1
CK-101197,S037,2026-03-16,morning,P28,professional,4.0,1,75.0,72.0,73.0,72.2,72.2
CK-101198,S051,2026-03-16,midday,P29,professional,6.3,1,75.0,74.0,71.0,73.9,73.9
CK-101199,S053,2026-03-16,morning,P19,professional,5.7,1,84.0,75.0,74.0,78.5,78.5
CK-101200,S054,2026-03-16,morning,P03,professional,5.4,1,92.0,93.0,83.0,91.0,91.0
CK-101201,S065,2026-03-16,morning,P02,professional,2.3,1,90.0,80.0,88.0,87.1,87.1
CK-101202,S070,2026-03-16,evening,P06,professional,12.6,1,68.0,81.0,84.0,74.8,74.8
CK-101203,S083,2026-03-16,evening,P14,professional,8.3,0,73.0,75.0,75.0,74.8,74.8
CK-101204,S089,2026-03-16,morning,P11,professional,2.1,1,88.0,100.0,100.0,93.4,93.4
CK-101205,S091,2026-03-16,evening,P14,professional,7.9,1,81.0,79.0,71.0,74.4,74.4
CK-101206,S099,2026-03-16,morning,P07,professional,8.0,1,87.0,74.0,87.0,86.7,86.7
CK-101207,S108,2026-03-16,evening,P04,professional,4.6,0,78.0,80.0,81.0,78.7,78.7
CK-101208,S109,2026-03-16,morning,P06,professional,4.4,1,75.0,83.0,81.0,76.2,76.2
CK-101209,S013,2026-03-17,midday,P26,professional,4.5,1,86.0,78.0,75.0,78.1,78.1
CK-101210,S030,2026-03-17,midday,P16,professional,6.1,1,78.0,77.0,75.0,78.9,78.9
CK-101211,S041,2026-03-17,morning,P07,professional,12.4,1,63.0,71.0,64.0,71.3,71.3
CK-101212,S048,2026-03-17,midday,P19,professional,1.7,1,85.0,90.0,85.0,82.9,82.9
CK-101213,S054,2026-03-17,midday,P14,professional,8.3,1,69.0,78.0,73.0,74.8,74.8
CK-101214,S056,2026-03-17,morning,P21,professional,4.8,1,86.0,78.0,76.0,82.2,82.2
CK-101215,S068,2026-03-17,evening,P05,professional,9.2,1,73.0,67.0,64.0,67.0,67.0
CK-101216,S085,2026-03-17,morning,P20,professional,7.8,1,84.0,79.0,84.0,82.1,82.1
CK-101217,S087,2026-03-17,midday,P09,professional,3.2,1,87.0,92.0,91.0,87.1,87.1
CK-101218,S089,2026-03-17,evening,P02,professional,3.0,1,73.0,85.0,79.0,79.5,79.5
CK-101219,S095,2026-03-17,morning,P11,professional,2.9,1,83.0,72.0,87.0,83.0,83.0
CK-101220,S102,2026-03-17,evening,P27,professional,8.5,1,65.0,75.0,72.0,72.6,72.6
CK-101221,S111,2026-03-17,morning,P29,professional,2.9,1,75.0,77.0,84.0,76.9,76.9
CK-101222,S003,2026-03-18,midday,P08,professional,4.0,1,77.0,78.0,74.0,78.1,78.1
CK-101223,S011,2026-03-18,evening,P07,professional,14.6,1,76.0,77.0,71.0,81.5,81.5
CK-101224,S014,2026-03-18,evening,P24,professional,7.4,1,71.0,73.0,76.0,71.6,71.6
CK-101225,S030,2026-03-18,morning,P27,professional,5.4,1,82.0,73.0,82.0,80.0,80.0
CK-101226,S055,2026-03-18,evening,P14,professional,4.6,1,91.0,86.0,92.0,88.9,88.9
CK-101227,S061,2026-03-18,evening,P22,professional,3.6,1,82.0,88.0,82.0,85.5,85.5
CK-101228,S067,2026-03-18,midday,P16,professional,2.5,1,67.0,64.0,64.0,63.4,63.4
CK-101229,S080,2026-03-18,morning,P01,professional,2.5,1,74.0,77.0,74.0,79.2,79.2
CK-101230,S082,2026-03-18,midday,P14,professional,5.1,1,84.0,73.0,87.0,85.2,85.2
CK-101231,S084,2026-03-18,evening,P12,professional,8.3,1,64.0,67.0,68.0,68.8,68.8
CK-101232,S086,2026-03-18,evening,P28,professional,9.6,1,78.0,68.0,84.0,74.2,74.2
CK-101233,S098,2026-03-18,morning,P30,professional,2.7,1,81.0,84.0,89.0,86.7,86.7
CK-101234,S106,2026-03-18,morning,P20,professional,2.4,1,74.0,70.0,77.0,78.6,78.6
CK-101235,S113,2026-03-18,midday,P22,professional,2.8,1,88.0,83.0,82.0,83.4,83.4
CK-101236,S002,2026-03-19,morning,P30,professional,3.4,1,90.0,100.0,95.0,99.7,99.7
CK-101237,S015,2026-03-19,midday,P30,professional,3.2,1,77.0,79.0,82.0,75.8,75.8
CK-101238,S026,2026-03-19,morning,P04,professional,3.5,1,88.0,88.0,89.0,88.0,88.0
CK-101239,S035,2026-03-19,midday,P16,professional,3.6,0,89.0,91.0,81.0,84.8,84.8
CK-101240,S036,2026-03-19,midday,P15,professional,7.7,1,100.0,82.0,93.0,87.0,87.0
CK-101241,S039,2026-03-19,evening,P11,professional,5.6,1,62.0,76.0,65.0,68.0,68.0
CK-101242,S048,2026-03-19,morning,P30,professional,9.3,1,56.0,65.0,67.0,71.2,71.2
CK-101243,S057,2026-03-19,morning,P20,professional,4.3,1,70.0,68.0,71.0,68.1,68.1
CK-101244,S061,2026-03-19,morning,P05,professional,3.9,1,88.0,84.0,79.0,83.5,83.5
CK-101245,S072,2026-03-19,midday,P16,professional,5.1,1,81.0,83.0,79.0,81.6,81.6
CK-101246,S077,2026-03-19,morning,P22,professional,4.3,1,80.0,80.0,82.0,81.6,81.6
CK-101247,S079,2026-03-19,evening,P21,professional,5.0,1,70.0,68.0,69.0,72.9,72.9
CK-101248,S087,2026-03-19,midday,P04,professional,8.2,1,84.0,75.0,83.0,75.2,75.2
CK-101249,S093,2026-03-19,morning,P10,professional,8.9,1,68.0,76.0,75.0,77.2,77.2
CK-101250,S101,2026-03-19,midday,P06,professional,5.0,1,70.0,74.0,66.0,69.7,69.7
CK-101251,S003,2026-03-20,evening,P01,professional,5.7,1,77.0,76.0,80.0,79.3,79.3
CK-101252,S020,2026-03-20,morning,P12,professional,4.8,1,91.0,83.0,77.0,81.9,81.9
CK-101253,S024,2026-03-20,midday,P25,professional,6.3,1,83.0,81.0,83.0,82.9,82.9
CK-101254,S040,2026-03-20,morning,P17,professional,4.6,1,60.0,67.0,68.0,70.3,70.3
CK-101255,S044,2026-03-20,morning,P29,professional,2.7,1,73.0,79.0,75.0,73.2,73.2
CK-101256,S078,2026-03-20,evening,P28,professional,5.7,1,68.0,75.0,81.0,73.2,73.2
CK-101257,S089,2026-03-20,morning,P22,professional,5.1,1,73.0,80.0,79.0,79.2,79.2
CK-101258,S090,2026-03-20,evening,P04,professional,6.1,1,72.0,71.0,71.0,69.1,69.1
CK-101259,S092,2026-03-20,evening,P29,professional,3.7,1,85.0,74.0,65.0,71.6,71.6
CK-101260,S102,2026-03-20,morning,P21,professional,5.5,1,79.0,80.0,76.0,76.8,76.8
CK-101261,S118,2026-03-20,morning,P19,professional,3.4,1,93.0,85.0,88.0,93.4,93.4
CK-101262,S001,2026-03-21,evening,P02,professional,8.4,0,67.0,65.0,63.0,65.4,65.4
CK-101263,S013,2026-03-21,evening,P22,professional,5.0,1,70.0,76.0,71.0,72.6,72.6
CK-101264,S017,2026-03-21,morning,P14,professional,6.8,1,78.0,86.0,84.0,83.8,83.8
CK-101265,S034,2026-03-21,midday,P24,professional,2.7,1,71.0,81.0,72.0,74.7,74.7
CK-101266,S047,2026-03-21,morning,P02,professional,5.4,1,87.0,85.0,86.0,88.5,88.5
CK-101267,S051,2026-03-21,morning,P14,professional,2.1,1,78.0,83.0,77.0,75.9,75.9
CK-101268,S052,2026-03-21,midday,P09,professional,3.3,1,78.0,81.0,80.0,81.3,81.3
CK-101269,S054,2026-03-21,midday,P10,professional,1.7,1,77.0,74.0,79.0,72.7,72.7
CK-101270,S057,2026-03-21,midday,P28,professional,7.2,1,90.0,84.0,83.0,85.5,85.5
CK-101271,S060,2026-03-21,morning,P13,professional,3.9,1,73.0,80.0,82.0,76.3,76.3
CK-101272,S069,2026-03-21,morning,P17,professional,2.5,1,85.0,83.0,89.0,85.0,85.0
CK-101273,S086,2026-03-21,morning,P25,professional,7.9,1,83.0,86.0,83.0,81.9,81.9
CK-101274,S088,2026-03-21,morning,P23,professional,2.5,1,74.0,65.0,69.0,68.9,68.9
CK-101275,S098,2026-03-21,midday,P03,professional,1.8,1,83.0,83.0,83.0,81.0,81.0
CK-101276,S107,2026-03-21,morning,P14,professional,6.5,1,82.0,79.0,82.0,80.9,80.9
CK-101277,S110,2026-03-21,morning,P27,professional,1.6,1,87.0,81.0,79.0,84.2,84.2
CK-101278,S001,2026-03-22,evening,P30,professional,11.7,1,87.0,75.0,81.0,79.1,79.1
CK-101279,S005,2026-03-22,evening,P23,professional,5.6,1,77.0,72.0,72.0,77.8,77.8
CK-101280,S007,2026-03-22,evening,P11,professional,3.4,1,60.0,61.0,65.0,64.3,64.3
CK-101281,S008,2026-03-22,midday,P10,professional,3.3,1,71.0,74.0,73.0,75.0,75.0
CK-101282,S011,2026-03-22,morning,P09,professional,4.3,1,84.0,94.0,89.0,89.6,89.6
CK-101283,S012,2026-03-22,midday,P01,professional,4.9,1,72.0,59.0,63.0,65.0,65.0
CK-101284,S013,2026-03-22,evening,P03,professional,8.1,1,82.0,87.0,85.0,83.0,83.0
CK-101285,S029,2026-03-22,evening,P05,professional,12.6,1,67.0,75.0,76.0,78.5,78.5
CK-101286,S033,2026-03-22,morning,P19,professional,3.1,1,69.0,74.0,79.0,78.3,78.3
CK-101287,S043,2026-03-22,morning,P14,professional,5.6,1,79.0,92.0,80.0,85.0,85.0
CK-101288,S045,2026-03-22,midday,P30,professional,7.0,1,89.0,84.0,85.0,82.5,82.5
CK-101289,S046,2026-03-22,morning,P23,professional,9.6,1,77.0,81.0,79.0,83.1,83.1
CK-101290,S056,2026-03-22,evening,P13,professional,9.2,1,66.0,69.0,58.0,64.1,64.1
CK-101291,S060,2026-03-22,evening,P29,professional,5.7,1,85.0,87.0,81.0,84.9,84.9
CK-101292,S063,2026-03-22,midday,P25,professional,4.6,1,75.0,91.0,86.0,87.2,87.2
CK-101293,S065,2026-03-22,evening,P10,professional,6.2,1,78.0,66.0,70.0,74.9,74.9
CK-101294,S068,2026-03-22,midday,P09,professional,5.3,1,81.0,80.0,75.0,77.6,77.6
CK-101295,S075,2026-03-22,evening,P23,professional,4.7,1,73.0,77.0,82.0,77.8,77.8
CK-101296,S080,2026-03-22,morning,P09,professional,2.5,1,80.0,78.0,80.0,79.8,79.8
CK-101297,S092,2026-03-22,midday,P06,professional,4.4,1,69.0,73.0,79.0,75.5,75.5
CK-101298,S095,2026-03-22,midday,P09,professional,2.9,0,81.0,78.0,78.0,78.1,78.1
CK-101299,S096,2026-03-22,midday,P04,professional,5.3,1,85.0,84.0,87.0,84.0,84.0
CK-101300,S100,2026-03-22,midday,P12,professional,3.1,1,99.0,91.0,95.0,89.4,89.4
CK-101301,S001,2026-03-23,morning,P17,professional,2.8,1,77.0,78.0,70.0,74.2,74.2
CK-101302,S004,2026-03-23,morning,P18,professional,4.9,1,83.0,81.0,78.0,75.3,75.3
CK-101303,S038,2026-03-23,midday,P11,professional,4.6,1,68.0,74.0,75.0,71.9,71.9
CK-101304,S050,2026-03-23,evening,P01,professional,8.6,1,70.0,71.0,67.0,69.1,69.1
CK-101305,S064,2026-03-23,morning,P21,professional,4.0,1,69.0,74.0,74.0,71.6,71.6
CK-101306,S066,2026-03-23,evening,P23,professional,5.7,1,60.0,65.0,74.0,67.8,67.8
CK-101307,S069,2026-03-23,midday,P11,professional,6.3,1,80.0,79.0,73.0,74.1,74.1
CK-101308,S074,2026-03-23,evening,P20,professional,2.3,1,79.0,62.0,77.0,69.5,69.5
CK-101309,S075,2026-03-23,midday,P04,professional,1.0,1,80.0,71.0,80.0,74.3,74.3
CK-101310,S091,2026-03-23,midday,P01,professional,8.4,1,73.0,72.0,67.0,69.5,69.5
CK-101311,S094,2026-03-23,morning,P18,professional,2.0,1,75.0,87.0,83.0,82.2,82.2
CK-101312,S099,2026-03-23,midday,P17,professional,2.6,1,71.0,84.0,82.0,82.7,82.7
CK-101313,S100,2026-03-23,evening,P25,professional,12.2,1,81.0,74.0,79.0,80.5,80.5
CK-101314,S119,2026-03-23,evening,P12,professional,6.9,1,71.0,81.0,70.0,74.7,74.7
CK-101315,S008,2026-03-24,morning,P06,professional,5.6,1,83.0,69.0,76.0,76.0,76.0
CK-101316,S016,2026-03-24,evening,P10,professional,10.4,1,73.0,69.0,77.0,71.6,71.6
CK-101317,S018,2026-03-24,morning,P16,professional,2.4,0,90.0,84.0,82.0,84.9,84.9
CK-101318,S028,2026-03-24,morning,P21,professional,3.3,1,79.0,82.0,77.0,77.6,77.6
CK-101319,S031,2026-03-24,morning,P02,professional,2.9,1,80.0,93.0,87.0,86.4,86.4
CK-101320,S032,2026-03-24,morning,P08,professional,6.5,1,79.0,72.0,75.0,76.9,76.9
CK-101321,S046,2026-03-24,evening,P17,professional,6.1,1,82.0,85.0,73.0,81.3,81.3
CK-101322,S057,2026-03-24,midday,P14,professional,3.8,1,79.0,72.0,85.0,82.3,82.3
CK-101323,S062,2026-03-24,midday,P09,professional,4.1,0,79.0,82.0,74.0,78.4,78.4
CK-101324,S074,2026-03-24,morning,P20,professional,11.5,1,67.0,77.0,74.0,75.6,75.6
CK-101325,S094,2026-03-24,evening,P05,professional,4.9,1,85.0,92.0,79.0,83.9,83.9
CK-101326,S103,2026-03-24,morning,P22,professional,6.7,1,79.0,84.0,79.0,76.2,76.2
CK-101327,S115,2026-03-24,midday,P18,professional,2.7,1,86.0,84.0,86.0,82.5,82.5
CK-101328,S116,2026-03-24,evening,P18,professional,3.7,1,76.0,76.0,78.0,78.8,78.8
CK-101329,S034,2026-03-25,morning,P12,professional,6.2,0,64.0,67.0,71.0,75.8,75.8
CK-101330,S042,2026-03-25,evening,P26,professional,6.3,1,75.0,78.0,77.0,75.1,75.1
CK-101331,S045,2026-03-25,midday,P23,professional,11.1,1,73.0,71.0,74.0,71.3,71.3
CK-101332,S067,2026-03-25,evening,P03,professional,5.0,1,72.0,84.0,75.0,73.8,73.8
CK-101333,S074,2026-03-25,morning,P13,professional,5.8,1,73.0,85.0,83.0,78.9,78.9
CK-101334,S076,2026-03-25,evening,P21,professional,5.9,1,73.0,78.0,87.0,82.7,82.7
CK-101335,S084,2026-03-25,morning,P22,professional,3.0,1,88.0,86.0,84.0,83.2,83.2
CK-101336,S085,2026-03-25,evening,P27,professional,3.2,1,76.0,74.0,75.0,75.0,75.0
CK-101337,S093,2026-03-25,midday,P05,professional,3.5,1,83.0,77.0,77.0,79.1,79.1
CK-101338,S097,2026-03-25,evening,P26,professional,8.3,1,72.0,69.0,66.0,65.6,65.6
CK-101339,S119,2026-03-25,midday,P17,professional,3.0,1,86.0,95.0,93.0,88.9,88.9
CK-101340,S005,2026-03-26,morning,P20,professional,1.7,1,78.0,73.0,70.0,75.9,75.9
CK-101341,S007,2026-03-26,midday,P27,professional,4.1,1,83.0,85.0,80.0,78.8,78.8
CK-101342,S010,2026-03-26,midday,P28,professional,2.3,1,86.0,84.0,79.0,81.8,81.8
CK-101343,S015,2026-03-26,evening,P04,professional,10.1,1,83.0,78.0,73.0,80.0,80.0
CK-101344,S022,2026-03-26,midday,P05,professional,3.4,1,78.0,80.0,84.0,80.2,80.2
CK-101345,S027,2026-03-26,evening,P22,professional,9.1,1,72.0,73.0,77.0,75.5,75.5
CK-101346,S028,2026-03-26,midday,P24,professional,4.1,1,74.0,63.0,75.0,66.1,66.1
CK-101347,S041,2026-03-26,evening,P17,professional,9.3,1,74.0,94.0,82.0,83.5,83.5
CK-101348,S047,2026-03-26,morning,P02,professional,5.6,1,86.0,91.0,95.0,92.5,92.5
CK-101349,S049,2026-03-26,morning,P09,professional,4.3,1,72.0,76.0,74.0,71.8,71.8
CK-101350,S052,2026-03-26,morning,P06,professional,6.1,1,74.0,84.0,78.0,74.3,74.3
CK-101351,S058,2026-03-26,evening,P19,professional,10.5,1,60.0,60.0,52.0,60.8,60.8
CK-101352,S066,2026-03-26,midday,P30,professional,7.1,1,70.0,63.0,63.0,65.2,65.2
CK-101353,S076,2026-03-26,midday,P05,professional,3.9,1,78.0,78.0,72.0,76.5,76.5
CK-101354,S083,2026-03-26,morning,P09,professional,3.5,1,78.0,78.0,80.0,75.9,75.9
CK-101355,S088,2026-03-26,midday,P02,professional,4.4,1,85.0,71.0,81.0,82.0,82.0
CK-101356,S090,2026-03-26,midday,P19,professional,3.8,1,74.0,69.0,84.0,77.3,77.3
CK-101357,S097,2026-03-26,midday,P09,professional,2.2,1,64.0,63.0,69.0,68.0,68.0
CK-101358,S098,2026-03-26,evening,P01,professional,2.4,1,78.0,85.0,91.0,82.3,82.3
CK-101359,S103,2026-03-26,evening,P21,professional,7.3,1,84.0,83.0,73.0,77.3,77.3
CK-101360,S116,2026-03-26,morning,P04,professional,5.2,1,74.0,81.0,75.0,74.8,74.8
CK-101361,S117,2026-03-26,evening,P20,professional,5.1,1,81.0,81.0,83.0,79.0,79.0
CK-101362,S120,2026-03-26,morning,P16,professional,4.2,1,92.0,81.0,89.0,85.4,85.4
CK-101363,S006,2026-03-27,midday,P02,professional,3.4,1,75.0,67.0,81.0,77.2,77.2
CK-101364,S009,2026-03-27,midday,P22,professional,5.5,1,76.0,85.0,86.0,79.2,79.2
CK-101365,S014,2026-03-27,morning,P07,professional,5.0,1,86.0,86.0,84.0,85.8,85.8
CK-101366,S023,2026-03-27,midday,P19,professional,5.8,1,84.0,80.0,85.0,78.3,78.3
CK-101367,S048,2026-03-27,midday,P27,professional,4.9,1,87.0,87.0,77.0,85.1,85.1
CK-101368,S052,2026-03-27,evening,P16,professional,8.0,1,68.0,73.0,68.0,68.7,68.7
CK-101369,S063,2026-03-27,morning,P13,professional,4.5,1,73.0,73.0,74.0,74.2,74.2
CK-101370,S079,2026-03-27,evening,P19,professional,2.5,1,85.0,90.0,90.0,86.3,86.3
CK-101371,S090,2026-03-27,midday,P23,professional,4.0,1,71.0,69.0,72.0,70.8,70.8
CK-101372,S093,2026-03-27,midday,P22,professional,2.5,1,78.0,74.0,68.0,69.4,69.4
CK-101373,S110,2026-03-27,morning,P01,professional,3.0,1,76.0,75.0,78.0,76.7,76.7
CK-101374,S112,2026-03-27,midday,P13,professional,3.4,1,88.0,78.0,81.0,84.5,84.5
CK-101375,S114,2026-03-27,midday,P24,professional,2.7,1,67.0,75.0,74.0,74.5,74.5
CK-101376,S118,2026-03-27,evening,P05,professional,5.5,1,91.0,89.0,81.0,82.6,82.6
CK-101377,S004,2026-03-28,midday,P27,professional,2.1,0,73.0,77.0,79.0,77.3,77.3
CK-101378,S008,2026-03-28,morning,P15,professional,4.0,1,84.0,79.0,80.0,78.8,78.8
CK-101379,S012,2026-03-28,morning,P01,professional,4.3,0,84.0,84.0,84.0,86.2,86.2
CK-101380,S015,2026-03-28,morning,P22,professional,1.3,1,75.0,71.0,75.0,79.5,79.5
CK-101381,S017,2026-03-28,evening,P07,professional,5.8,1,63.0,66.0,75.0,71.8,71.8
CK-101382,S019,2026-03-28,midday,P12,professional,8.4,1,70.0,83.0,70.0,73.1,73.1
CK-101383,S025,2026-03-28,morning,P02,professional,1.8,1,70.0,69.0,68.0,69.4,69.4
CK-101384,S026,2026-03-28,evening,P07,professional,8.4,1,67.0,64.0,69.0,69.9,69.9
CK-101385,S031,2026-03-28,midday,P14,professional,3.6,1,79.0,79.0,81.0,75.7,75.7
CK-101386,S040,2026-03-28,midday,P24,professional,5.1,1,81.0,94.0,89.0,88.5,88.5
CK-101387,S058,2026-03-28,evening,P19,professional,14.3,1,69.0,89.0,80.0,80.9,80.9
CK-101388,S077,2026-03-28,evening,P08,professional,6.0,0,82.0,67.0,73.0,75.3,75.3
CK-101389,S088,2026-03-28,evening,P24,professional,2.1,1,67.0,69.0,73.0,70.4,70.4
CK-101390,S093,2026-03-28,evening,P22,professional,4.5,1,68.0,68.0,69.0,70.8,70.8
CK-101391,S102,2026-03-28,midday,P25,professional,3.5,1,85.0,83.0,78.0,84.4,84.4
CK-101392,S105,2026-03-28,morning,P24,professional,5.0,1,68.0,67.0,74.0,68.7,68.7
CK-101393,S108,2026-03-28,midday,P18,professional,5.1,1,74.0,79.0,79.0,76.8,76.8
CK-101394,S110,2026-03-28,midday,P07,professional,4.7,1,86.0,77.0,79.0,85.6,85.6
CK-101395,S119,2026-03-28,morning,P20,professional,7.2,1,89.0,77.0,88.0,85.4,85.4
CK-101396,S007,2026-03-29,morning,P21,professional,4.2,1,83.0,74.0,87.0,80.0,80.0
CK-101397,S009,2026-03-29,midday,P01,professional,3.1,0,84.0,76.0,70.0,79.2,79.2
CK-101398,S010,2026-03-29,evening,P21,professional,8.5,1,86.0,79.0,78.0,78.7,78.7
CK-101399,S019,2026-03-29,evening,P03,professional,13.9,0,80.0,74.0,79.0,76.2,76.2
CK-101400,S028,2026-03-29,evening,P08,professional,6.5,1,77.0,77.0,76.0,77.5,77.5
CK-101401,S030,2026-03-29,evening,P14,professional,6.3,1,77.0,80.0,80.0,78.5,78.5
CK-101402,S044,2026-03-29,morning,P20,professional,13.4,1,79.0,84.0,81.0,82.2,82.2
CK-101403,S045,2026-03-29,morning,P11,professional,5.2,1,74.0,70.0,81.0,75.7,75.7
CK-101404,S047,2026-03-29,evening,P16,professional,2.7,1,87.0,79.0,86.0,86.0,86.0
CK-101405,S049,2026-03-29,evening,P04,professional,5.7,1,63.0,66.0,71.0,73.4,73.4
CK-101406,S052,2026-03-29,evening,P01,professional,5.1,1,85.0,80.0,86.0,78.2,78.2
CK-101407,S055,2026-03-29,midday,P11,professional,3.9,1,85.0,70.0,84.0,82.9,82.9
CK-101408,S060,2026-03-29,midday,P10,professional,2.7,1,71.0,68.0,73.0,70.4,70.4
CK-101409,S064,2026-03-29,midday,P07,professional,4.8,1,78.0,81.0,72.0,78.6,78.6
CK-101410,S073,2026-03-29,evening,P20,professional,4.5,1,62.0,79.0,80.0,73.0,73.0
CK-101411,S076,2026-03-29,evening,P23,professional,7.0,1,77.0,72.0,71.0,71.6,71.6
CK-101412,S100,2026-03-29,morning,P27,professional,4.0,1,74.0,68.0,72.0,76.9,76.9
CK-101413,S112,2026-03-29,morning,P10,professional,6.0,1,79.0,76.0,66.0,74.6,74.6
CK-101414,S002,2026-03-30,midday,P05,professional,2.6,1,93.0,86.0,91.0,87.9,87.9
CK-101415,S017,2026-03-30,morning,P12,professional,4.0,1,85.0,83.0,85.0,84.0,84.0
CK-101416,S021,2026-03-30,midday,P28,professional,9.8,1,92.0,75.0,98.0,90.9,90.9
CK-101417,S029,2026-03-30,morning,P15,professional,3.5,1,87.0,81.0,75.0,78.5,78.5
CK-101418,S032,2026-03-30,morning,P10,professional,4.9,1,82.0,91.0,86.0,84.0,84.0
CK-101419,S045,2026-03-30,evening,P23,professional,9.2,1,55.0,46.0,59.0,59.4,59.4
CK-101420,S046,2026-03-30,evening,P16,professional,6.2,1,86.0,71.0,75.0,76.8,76.8
CK-101421,S048,2026-03-30,evening,P09,professional,2.9,1,87.0,77.0,79.0,78.8,78.8
CK-101422,S053,2026-03-30,morning,P04,professional,9.6,1,73.0,81.0,66.0,75.8,75.8
CK-101423,S058,2026-03-30,midday,P23,professional,5.3,1,63.0,57.0,64.0,64.9,64.9
CK-101424,S070,2026-03-30,evening,P10,professional,8.3,1,68.0,78.0,66.0,67.8,67.8
CK-101425,S094,2026-03-30,midday,P21,professional,3.9,1,85.0,90.0,93.0,90.4,90.4
CK-101426,S096,2026-03-30,midday,P29,professional,1.9,1,83.0,77.0,78.0,82.6,82.6
CK-101427,S102,2026-03-30,midday,P26,professional,4.0,1,66.0,68.0,74.0,73.1,73.1
CK-101428,S116,2026-03-30,morning,P23,professional,6.1,1,70.0,70.0,80.0,68.8,68.8
CK-101429,S012,2026-03-31,midday,P03,professional,3.2,1,80.0,76.0,77.0,76.3,76.3
CK-101430,S018,2026-03-31,midday,P17,professional,2.7,1,83.0,83.0,85.0,85.6,85.6
CK-101431,S031,2026-03-31,evening,P07,professional,2.1,0,67.0,66.0,73.0,68.4,68.4
CK-101432,S035,2026-03-31,morning,P23,professional,3.1,1,68.0,74.0,62.0,70.5,70.5
CK-101433,S039,2026-03-31,midday,P13,professional,2.9,1,75.0,84.0,69.0,72.0,72.0
CK-101434,S043,2026-03-31,midday,P18,professional,5.4,1,85.0,77.0,81.0,78.3,78.3
CK-101435,S059,2026-03-31,evening,P05,professional,1.9,0,72.0,68.0,72.0,72.1,72.1
CK-101436,S063,2026-03-31,midday,P09,professional,5.2,1,91.0,97.0,90.0,90.6,90.6
CK-101437,S070,2026-03-31,midday,P06,professional,5.2,1,86.0,93.0,90.0,85.6,85.6
